"seqnames","start","end","width","strand"
"chr3","46057291","46073979","16689","-"
"chr3","46057291","46073979","16689","-"
"chr3","46238200","46254832","16633","-"
"chr3","46278872","46313197","34326","+"
"chr3","46278872","46313197","34326","+"
"chr3","46278872","46313197","34326","+"
"chr3","46278872","46313197","34326","+"
"chr3","46472496","46510161","37666","-"
"chr3","46472496","46511632","39137","-"
"chr3","46443721","46456014","12294","+"
"chr3","46444049","46456014","11966","+"
"chr3","46406633","46422697","16065","+"
"chr3","46406633","46422697","16065","+"
"chr3","46611045","46628952","17908","+"
"chr3","46534485","46547439","12955","+"
"chr3","46614076","46628952","14877","+"
"chr3","46593888","46606178","12291","+"
"chr3","46551878","46613040","61163","-"
"chr3","46705485","46740194","34710","-"
"chr3","46748606","46764373","15768","-"
"chr3","46705485","46740146","34662","-"
"chr3","46778581","46791245","12665","-"
"chr3","46705485","46723899","18415","-"
"chr3","46737823","46757413","19591","+"
"chr3","46756073","46782921","26849","-"
"chr3","46705485","46740194","34710","-"
"chr3","46866894","46880585","13692","-"
"chr3","46894357","46909973","15617","-"
"chr3","47016173","47056194","40022","+"
"chr3","46958220","47028500","70281","-"
"chr3","46958220","47022991","64772","-"
"chr3","46958220","47023257","65038","-"
"chr3","47200860","47290606","89747","+"
"chr3","47319330","47393306","73977","+"
"chr3","47450184","47522445","72262","-"
"chr3","47532130","47560199","28070","-"
"chr3","47598728","47625359","26632","-"
"chr3","47598728","47626730","28003","-"
"chr3","47598728","47625359","26632","-"
"chr3","47598728","47626730","28003","-"
"chr3","47598728","47625359","26632","-"
"chr3","47839399","47896686","57288","+"
"chr3","47839399","47896686","57288","+"
"chr3","47886045","47896119","10075","+"
"chr3","47839399","47863462","24064","+"
"chr3","48193668","48234801","41134","-"
"chr3","48193668","48234801","41134","-"
"chr3","48277596","48317479","39884","+"
"chr3","48330589","48347848","17260","-"
"chr3","48259837","48271981","12145","+"
"chr3","48233054","48243106","10053","+"
"chr3","48408709","48441190","32482","+"
"chr3","48468580","48486529","17950","-"
"chr3","48468580","48486529","17950","-"
"chr3","48440261","48475872","35612","-"
"chr3","48468580","48486529","17950","-"
"chr3","48468580","48486529","17950","-"
"chr3","48468580","48486529","17950","-"
"chr3","48408709","48441190","32482","+"
"chr3","48408709","48441190","32482","+"
"chr3","48440261","48476460","36200","-"
"chr3","48476686","48490537","13852","+"
"chr3","48468580","48486529","17950","-"
"chr3","48468580","48486529","17950","-"
"chr3","48504197","48519742","15546","-"
"chr3","48504197","48546682","42486","-"
"chr3","48501919","48514044","12126","+"
"chr3","48594151","48606201","12051","-"
"chr3","48504197","48519742","15546","-"
"chr3","48611335","48621410","10076","-"
"chr3","48504197","48546483","42287","-"
"chr3","48504197","48547247","43051","-"
"chr3","48504197","48546682","42486","-"
"chr3","48550117","48599227","49111","-"
"chr3","48501919","48514044","12126","+"
"chr3","48501919","48514044","12126","+"
"chr3","48582394","48592454","10061","-"
"chr3","48504197","48547259","43063","-"
"chr3","48725884","48759711","33828","-"
"chr3","48725884","48759711","33828","-"
"chr3","48720436","48759711","39276","-"
"chr3","48658156","48677926","19771","-"
"chr3","48631432","48652098","20667","-"
"chr3","48668896","48705348","36453","-"
"chr3","48725884","48759711","33828","-"
"chr3","48706272","48728366","22095","-"
"chr3","48658156","48676279","18124","-"
"chr3","48658156","48677926","19771","-"
"chr3","48658156","48677926","19771","-"
"chr3","48725884","48759711","33828","-"
"chr3","48676627","48686713","10087","-"
"chr3","48658156","48677926","19771","-"
"chr3","48720436","48759711","39276","-"
"chr3","48696201","48711603","15403","+"
"chr3","48706272","48728366","22095","-"
"chr3","48725884","48759711","33828","-"
"chr3","48725884","48759711","33828","-"
"chr3","48725884","48759711","33828","-"
"chr3","48725884","48759711","33828","-"
"chr3","48653275","48664189","10915","-"
"chr3","48666069","48676131","10063","-"
"chr3","48658156","48677926","19771","-"
"chr3","48783093","48890270","107178","-"
"chr3","48880370","48894415","14046","+"
"chr3","48880370","48894415","14046","+"
"chr3","48889356","48941426","52071","-"
"chr3","48950221","48961818","11598","-"
"chr3","49047921","49063504","15584","-"
"chr3","49062142","49136504","74363","-"
"chr3","49056762","49071875","15114","-"
"chr3","49054074","49065926","11853","+"
"chr3","49047921","49061041","13121","-"
"chr3","49052908","49065926","13019","+"
"chr3","49054074","49065926","11853","+"
"chr3","49039637","49058386","18750","+"
"chr3","49128365","49147562","19198","-"
"chr3","49022341","49049581","27241","+"
"chr3","49047921","49061041","13121","-"
"chr3","49022341","49049581","27241","+"
"chr3","49053618","49065926","12309","+"
"chr3","49062142","49136504","74363","-"
"chr3","49128365","49147562","19198","-"
"chr3","49132287","49142347","10061","-"
"chr3","49053051","49063142","10092","-"
"chr3","49052581","49062667","10087","-"
"chr3","49128365","49147562","19198","-"
"chr3","49210069","49234291","24223","-"
"chr3","49153547","49175599","22053","-"
"chr3","49194968","49208785","13818","-"
"chr3","49204018","49218919","14902","+"
"chr3","49185292","49196834","11543","-"
"chr3","49389609","49400791","11183","-"
"chr3","49309577","49382536","72960","-"
"chr3","49301030","49319508","18479","-"
"chr3","49344218","49382536","38319","-"
"chr3","49309577","49382536","72960","-"
"chr3","49306553","49316619","10067","+"
"chr3","49389609","49400791","11183","-"
"chr3","49449211","49465111","15901","-"
"chr3","49449211","49465111","15901","-"
"chr3","49454766","49471757","16992","-"
"chr3","49449211","49465111","15901","-"
"chr3","49444639","49458909","14271","+"
"chr3","49449211","49465111","15901","-"
"chr3","49449211","49465111","15901","-"
"chr3","49581739","49596799","15061","-"
"chr3","49721950","49763962","42013","+"
"chr3","49749267","49762238","12972","-"
"chr3","49716380","49731196","14817","-"
"chr3","49753909","49766407","12499","-"
"chr3","49706435","49725934","19500","+"
"chr3","49753909","49766407","12499","-"
"chr3","49890422","49912369","21948","-"
"chr3","49837638","49856391","18754","-"
"chr3","49861028","49898992","37965","-"
"chr3","49835687","49847463","11777","+"
"chr3","49823167","49842254","19088","-"
"chr3","49838570","49848678","10109","-"
"chr3","49941302","49972445","31144","-"
"chr3","49941302","49972445","31144","-"
"chr3","50121341","50161397","40057","+"
"chr3","50121341","50161397","40057","+"
"chr3","50132036","50143421","11386","-"
"chr3","50224043","50240129","16087","+"
"chr3","50320163","50335026","14864","-"
"chr3","50268589","50301786","33198","+"
"chr3","50311518","50330545","19028","+"
"chr3","50305667","50315728","10062","+"
"chr3","50279326","50301786","22461","+"
"chr3","50224043","50240129","16087","+"
"chr3","50263208","50301786","38579","+"
"chr3","50259120","50301786","42667","+"
"chr3","50268589","50301786","33198","+"
"chr3","50259120","50301786","42667","+"
"chr3","50259868","50269922","10055","+"
"chr3","50237679","50263411","25733","+"
"chr3","50299073","50309803","10731","-"
"chr3","50299990","50319602","19613","+"
"chr3","50299990","50319602","19613","+"
"chr3","50301427","50319602","18176","+"
"chr3","50301593","50319602","18010","+"
"chr3","50305550","50319602","14053","+"
"chr3","50305550","50319602","14053","+"
"chr3","50305550","50319602","14053","+"
"chr3","50332320","50346032","13713","-"
"chr3","50362217","50383367","21151","-"
"chr3","50362217","50380664","18448","-"
"chr3","50332320","50346032","13713","-"
"chr3","50362217","50383367","21151","-"
"chr3","50387180","50401939","14760","-"
"chr3","50350221","50365281","15061","-"
"chr3","50379919","50393486","13568","-"
"chr3","50328833","50341320","12488","-"
"chr3","50373537","50388156","14620","-"
"chr3","50350221","50365281","15061","-"
"chr3","50328833","50341852","13020","-"
"chr3","50362217","50383367","21151","-"
"chr3","50332320","50346032","13713","-"
"chr3","50332320","50346032","13713","-"
"chr3","50332320","50354812","22493","-"
"chr3","50357341","50370668","13328","-"
"chr3","50362217","50379895","17679","-"
"chr3","50332320","50346032","13713","-"
"chr3","50369942","50380727","10786","+"
"chr3","50328833","50341852","13020","-"
"chr3","50383126","50396496","13371","+"
"chr3","50383126","50396496","13371","+"
"chr3","50383126","50410628","27503","+"
"chr3","50397765","50410628","12864","+"
"chr3","50397765","50410628","12864","+"
"chr3","50590456","50610223","19768","-"
"chr3","50601909","50627421","25513","+"
"chr3","50649562","50691728","42167","+"
"chr3","50707511","50717594","10084","+"
"chr3","50590456","50610223","19768","-"
"chr3","50590456","50613458","23003","-"
"chr3","50590456","50610223","19768","-"
"chr3","50638885","50654262","15378","-"
"chr3","50644293","50691728","47436","+"
"chr3","50649562","50691728","42167","+"
"chr3","50638885","50654262","15378","-"
"chr3","51423699","51440336","16638","+"
"chr3","51417692","51431828","14137","+"
"chr3","51700191","51743339","43149","+"
"chr3","51736081","51757625","21545","+"
"chr3","51700191","51743339","43149","+"
"chr3","51700643","51743339","42697","+"
"chr3","51736081","51757625","21545","+"
"chr3","51700643","51743339","42697","+"
"chr3","51700191","51743339","43149","+"
"chr3","51700191","51743339","43149","+"
"chr3","51700191","51743339","43149","+"
"chr3","51700290","51743339","43050","+"
"chr3","51700290","51743339","43050","+"
"chr3","51855899","51869874","13976","+"
"chr3","51855899","51869874","13976","+"
"chr3","51890645","51902440","11796","+"
"chr3","51807577","51818203","10627","-"
"chr3","51846619","51857355","10737","+"
"chr3","51846619","51858651","12033","+"
"chr3","51846619","51858651","12033","+"
"chr3","52012300","52028218","15919","+"
"chr3","51997526","52013646","16121","-"
"chr3","52004042","52020216","16175","+"
"chr3","51986470","52006450","19981","-"
"chr3","51962442","51980957","18516","-"
"chr3","51986470","52006482","20013","-"
"chr3","52012300","52028218","15919","+"
"chr3","52012300","52028218","15919","+"
"chr3","51986470","52006482","20013","-"
"chr3","51986470","52001908","15439","-"
"chr3","52012300","52028218","15919","+"
"chr3","52022644","52034958","12315","-"
"chr3","51902737","51914600","11864","-"
"chr3","51971361","51987883","16523","+"
"chr3","51997526","52013646","16121","-"
"chr3","51984330","51996520","12191","+"
"chr3","51997526","52013646","16121","-"
"chr3","51923892","51942386","18495","-"
"chr3","52012300","52028218","15919","+"
"chr3","52004042","52028218","24177","+"
"chr3","51902612","51914783","12172","+"
"chr3","51971361","51987883","16523","+"
"chr3","52077937","52095461","17525","-"
"chr3","52091110","52104128","13019","-"
"chr3","52227099","52253343","26245","+"
"chr3","52257626","52278183","20558","-"
"chr3","52250096","52265179","15084","-"
"chr3","52227099","52253343","26245","+"
"chr3","52275186","52289615","14430","+"
"chr3","52274809","52289615","14807","+"
"chr3","52316836","52334272","17437","+"
"chr3","52316836","52332021","15186","+"
"chr3","52316836","52334272","17437","+"
"chr3","52316836","52334272","17437","+"
"chr3","52316836","52334272","17437","+"
"chr3","52323235","52333324","10090","-"
"chr3","52297294","52307377","10084","-"
"chr3","52316836","52334272","17437","+"
"chr3","52524356","52563511","39156","+"
"chr3","52430020","52449121","19102","-"
"chr3","52480107","52493057","12951","-"
"chr3","52462268","52484043","21776","-"
"chr3","52484524","52520926","36403","+"
"chr3","52484524","52520926","36403","+"
"chr3","52484524","52532088","47565","+"
"chr3","52439577","52462657","23081","+"
"chr3","52441827","52462657","20831","+"
"chr3","52565621","52579586","13966","+"
"chr3","52739796","52809965","70170","-"
"chr3","52718256","52728331","10076","+"
"chr3","52719754","52729846","10093","+"
"chr3","52714936","52733510","18575","+"
"chr3","52714936","52733510","18575","+"
"chr3","52723500","52742714","19215","-"
"chr3","52721752","52731828","10077","+"
"chr3","52723500","52745099","21600","-"
"chr3","52739796","52809965","70170","-"
"chr3","52734857","52747197","12341","+"
"chr3","52723500","52745099","21600","-"
"chr3","52723500","52745099","21600","-"
"chr3","52723500","52745099","21600","-"
"chr3","52714936","52733510","18575","+"
"chr3","52823784","52848025","24242","+"
"chr3","52862131","52936597","74467","-"
"chr3","52842006","52869717","27712","-"
"chr3","52875479","52885568","10090","-"
"chr3","52842006","52869717","27712","-"
"chr3","52865772","52936597","70826","-"
"chr3","52862131","52874235","12105","-"
"chr3","53117501","53169470","51970","-"
"chr3","53254653","53295130","40478","-"
"chr3","53253723","53295130","41408","-"
"chr3","53254653","53295130","40478","-"
"chr3","53254653","53295130","40478","-"
"chr3","53914226","53930989","16764","-"
"chr3","53875577","53904827","29251","+"
"chr3","53896094","53921229","25136","-"
"chr3","54661151","54678884","17734","-"
"chr3","54947381","54967072","19692","-"
"chr3","55494743","55526670","31928","-"
"chr3","55494743","55520426","25684","-"
"chr3","55686243","55698497","12255","-"
"chr3","55881520","55891622","10103","-"
"chr3","56649160","56722135","72976","-"
"chr3","56649160","56703074","53915","-"
"chr3","56756446","56840995","84550","-"
"chr3","56756446","56814745","58300","-"
"chr3","56969068","56999880","30813","+"
"chr3","57089469","57114460","24992","+"
"chr3","57226944","57239280","12337","-"
"chr3","57297379","57331710","34332","-"
"chr3","57297379","57317980","20602","-"
"chr3","57478731","57535071","56341","-"
"chr3","57536981","57552768","15788","+"
"chr3","57552090","57588215","36126","-"
"chr3","58286972","58310920","23949","+"
"chr3","58286972","58310920","23949","+"
"chr3","58218259","58285461","67203","+"
"chr3","58286972","58310920","23949","+"
"chr3","58286972","58310920","23949","+"
"chr3","58286972","58310920","23949","+"
"chr3","58286972","58310920","23949","+"
"chr3","58408357","58424566","16210","-"
"chr3","58408357","58424579","16223","-"
"chr3","58408357","58424579","16223","-"
"chr3","58544839","58568491","23653","-"
"chr3","58544839","58577840","33002","-"
"chr3","58472823","58493087","20265","+"
"chr3","58544839","58568491","23653","-"
"chr3","58479092","58493087","13996","+"
"chr3","58485863","58527929","42067","-"
"chr3","58614670","58657561","42892","-"
"chr3","62300396","62324320","23925","+"
"chr3","62350347","62364190","13844","-"
"chr3","63083364","63115737","32374","+"
"chr3","63633344","63655891","22548","+"
"chr3","63841321","63852495","11175","+"
"chr3","63991225","64014282","23058","-"
"chr3","63984698","64002917","18220","+"
"chr3","63991225","64014686","23462","-"
"chr3","63991225","64014282","23058","-"
"chr3","64048640","64093807","45168","+"
"chr3","63991225","64014148","22924","-"
"chr3","64059037","64078039","19003","-"
"chr3","64084146","64097034","12889","+"
"chr3","64168220","64192236","24017","+"
"chr3","64542022","64580760","38739","+"
"chr3","64542022","64580760","38739","+"
"chr3","65874491","65915972","41482","+"
"chr3","67043727","67066632","22906","+"
"chr3","67270888","67280951","10064","+"
"chr3","69019363","69068045","48683","-"
"chr3","69019363","69068045","48683","-"
"chr3","69019363","69068045","48683","-"
"chr3","69129090","69160239","31150","+"
"chr3","69098881","69134524","35644","-"
"chr3","69098881","69134524","35644","-"
"chr3","69151039","69176746","25708","-"
"chr3","69093109","69103186","10078","-"
"chr3","69980751","69993216","12466","+"
"chr3","70043895","70069451","25557","+"
"chr3","71586121","71596240","10120","-"
"chr3","71723440","71779526","56087","-"
"chr3","71798201","71809328","11128","+"
"chr3","71723440","71783269","59830","-"
"chr3","71723440","71808534","85095","-"
"chr3","71723440","71808924","85485","-"
"chr3","71723440","71807775","84336","-"
"chr3","73105810","73117471","11662","+"
"chr3","73041119","73120011","78893","+"
"chr3","75258627","75268699","10073","+"
"chr3","75258627","75268699","10073","+"
"chr3","75465703","75489266","23564","-"
"chr3","75708481","75721368","12888","+"
"chr3","75716432","75733454","17023","+"
"chr3","75716542","75733454","16913","+"
"chr3","75708487","75721368","12882","+"
"chr3","75674914","75685009","10096","+"
"chr3","75781029","75839255","58227","-"
"chr3","75782431","75792514","10084","+"
"chr3","75774112","75839734","65623","-"
"chr3","75781029","75839734","58706","-"
"chr3","75781029","75839734","58706","-"
"chr3","79455877","79489377","33501","+"
"chr3","85429860","85439942","10083","+"
"chr3","86485314","86495361","10048","-"
"chr3","87133430","87152852","19423","+"
"chr3","87270339","87280427","10089","-"
"chr3","87303783","87330737","26955","-"
"chr3","87303783","87330737","26955","-"
"chr3","88026726","88047919","21194","+"
"chr3","88183262","88198814","15553","+"
"chr3","88096100","88204016","107917","-"
"chr3","88193893","88212115","18223","+"
"chr3","88096100","88113146","17047","-"
"chr3","88096100","88113146","17047","-"
"chr3","93586881","93697934","111054","-"
"chr3","93771766","93787067","15302","-"
"chr3","93771766","93786831","15066","-"
"chr3","93776855","93850630","73776","+"
"chr3","93728215","93752454","24240","-"
"chr3","94652107","94715169","63063","+"
"chr3","95368267","95407037","38771","-"
"chr3","96073808","96083883","10076","+"
"chr3","97478365","97522379","44015","+"
"chr3","97478365","97522379","44015","+"
"chr3","97478365","97522379","44015","+"
"chr3","97655661","97696295","40635","-"
"chr3","97655661","97696295","40635","-"
"chr3","97655661","97696295","40635","-"
"chr3","97700527","97759148","58622","-"
"chr3","97655661","97696295","40635","-"
"chr3","97700527","97759148","58622","-"
"chr3","97882544","97893485","10942","+"
"chr3","97801017","97811946","10930","+"
"chr3","97863230","97874162","10933","+"
"chr3","97846542","97857483","10942","+"
"chr3","97996732","98007676","10945","+"
"chr3","97978129","97989106","10978","+"
"chr3","98067698","98078663","10966","+"
"chr3","98104510","98115475","10966","+"
"chr3","98245743","98256994","11252","+"
"chr3","98229317","98246910","17594","-"
"chr3","98229317","98246910","17594","-"
"chr3","98229317","98246910","17594","-"
"chr3","98229317","98246910","17594","-"
"chr3","98229317","98246910","17594","-"
"chr3","98229317","98246910","17594","-"
"chr3","98211525","98222475","10951","+"
"chr3","98183421","98194372","10952","+"
"chr3","98446548","98519689","73142","+"
"chr3","98446080","98519689","73610","+"
"chr3","98446548","98519689","73142","+"
"chr3","98446080","98519689","73610","+"
"chr3","98446080","98519689","73610","+"
"chr3","98446080","98519689","73610","+"
"chr3","99561767","99600047","38281","-"
"chr3","99546988","99600047","53060","-"
"chr3","99546988","99600047","53060","-"
"chr3","99530476","99547709","17234","-"
"chr3","99678158","99688242","10085","-"
"chr3","99899668","99918030","18363","+"
"chr3","99899668","99914038","14371","+"
"chr3","100048562","100079478","30917","+"
"chr3","100077303","100125242","47940","-"
"chr3","100423175","100472811","49637","+"
"chr3","100423175","100472811","49637","+"
"chr3","100423386","100472811","49426","+"
"chr3","100423134","100472811","49678","+"
"chr3","100936390","101044419","108030","-"
"chr3","101288042","101318281","30240","+"
"chr3","101232711","101247731","15021","+"
"chr3","101275680","101290290","14611","+"
"chr3","101363283","101400988","37706","-"
"chr3","101394934","101410563","15630","-"
"chr3","101390274","101403057","12784","+"
"chr3","101426278","101437260","10983","+"
"chr3","101493286","101552075","58790","+"
"chr3","101563358","101584869","21512","+"
"chr3","101493029","101552075","59047","+"
"chr3","101541834","101584869","43036","+"
"chr3","102148859","102203685","54827","+"
"chr3","106954539","107050811","96273","+"
"chr3","106954539","106972719","18181","+"
"chr3","107091188","107102481","11294","+"
"chr3","107144777","107187759","42983","+"
"chr3","107555509","107601915","46407","-"
"chr3","107555509","107601915","46407","-"
"chr3","107756941","107814935","57995","-"
"chr3","107756941","107814935","57995","-"
"chr3","107838911","107862457","23547","+"
"chr3","107839668","107862457","22790","+"
"chr3","107874659","107946417","71759","-"
"chr3","108016332","108102131","85800","+"
"chr3","108010337","108102131","91795","+"
"chr3","108010337","108102131","91795","+"
"chr3","108025632","108102131","76500","+"
"chr3","108010337","108102131","91795","+"
"chr3","108263718","108313491","49774","-"
"chr3","108469486","108481130","11645","-"
"chr3","108536631","108578714","42084","+"
"chr3","108892012","108909108","17097","+"
"chr3","108850561","108873951","23391","+"
"chr3","109007635","109040364","32730","-"
"chr3","109123837","109144255","20419","+"
"chr3","110785606","110861407","75802","+"
"chr3","110785606","110861407","75802","+"
"chr3","110759163","110793806","34644","-"
"chr3","111306747","111319182","12436","-"
"chr3","111692723","111717215","24493","+"
"chr3","111712586","111737735","25150","+"
"chr3","111692723","111717215","24493","+"
"chr3","111753465","111805116","51652","+"
"chr3","111692723","111717215","24493","+"
"chr3","111753465","111805116","51652","+"
"chr3","111692723","111717215","24493","+"
"chr3","111713007","111737735","24729","+"
"chr3","111712586","111737735","25150","+"
"chr3","111800182","111842044","41863","+"
"chr3","111834688","111857152","22465","-"
"chr3","111834688","111857152","22465","-"
"chr3","111800182","111842073","41892","+"
"chr3","111826648","111836745","10098","+"
"chr3","111834688","111857152","22465","-"
"chr3","112275857","112308284","32428","+"
"chr3","112246354","112285810","39457","-"
"chr3","112246354","112285810","39457","-"
"chr3","112310641","112325816","15176","-"
"chr3","112529556","112569797","40242","-"
"chr3","112529556","112569797","40242","-"
"chr3","112704800","112725221","20422","+"
"chr3","112636532","112698937","62406","-"
"chr3","112704800","112725221","20422","+"
"chr3","112642765","112698937","56173","-"
"chr3","112636532","112698937","62406","-"
"chr3","112642765","112698937","56173","-"
"chr3","112856197","112891578","35382","-"
"chr3","113156565","113239034","82470","-"
"chr3","113117845","113157839","39995","+"
"chr3","113145965","113156047","10083","-"
"chr3","113246218","113353422","107205","+"
"chr3","113308723","113318789","10067","+"
"chr3","113430307","113470120","39814","-"
"chr3","113661748","113686827","25080","+"
"chr3","113770582","113812268","41687","+"
"chr3","113842499","113902623","60125","-"
"chr3","113770582","113812268","41687","+"
"chr3","113770582","113812268","41687","+"
"chr3","113842499","113902899","60401","-"
"chr3","113842499","113902899","60401","-"
"chr3","113770582","113812268","41687","+"
"chr3","114007833","114034135","26303","+"
"chr3","113948480","113961425","12946","-"
"chr3","114051947","114107489","55543","-"
"chr3","114030322","114040416","10095","-"
"chr3","114065658","114112825","47168","+"
"chr3","114457292","114467372","10081","-"
"chr3","116073871","116093932","20062","+"
"chr3","116423635","116440887","17253","+"
"chr3","118656923","118672088","15166","+"
"chr3","118859997","118875302","15306","+"
"chr3","118925589","118964752","39164","-"
"chr3","118925589","118964752","39164","-"
"chr3","118887425","118929000","41576","+"
"chr3","119182785","119218554","35770","+"
"chr3","119142807","119187529","44723","-"
"chr3","119142807","119187529","44723","-"
"chr3","119212368","119248125","35758","+"
"chr3","119182785","119218554","35770","+"
"chr3","119383372","119401243","17872","-"
"chr3","119311695","119353658","41964","+"
"chr3","119311695","119353658","41964","+"
"chr3","119355908","119384404","28497","-"
"chr3","119311695","119353658","41964","+"
"chr3","119293523","119313792","20270","+"
"chr3","119496557","119542332","45776","+"
"chr3","119494331","119542332","48002","+"
"chr3","119494331","119542332","48002","+"
"chr3","119416869","119490949","74081","+"
"chr3","120108061","120174918","66858","-"
"chr3","120109515","120119576","10062","-"
"chr3","120310128","120326258","16131","+"
"chr3","120310128","120326258","16131","+"
"chr3","120342015","120406418","64404","-"
"chr3","120456558","120506916","50359","+"
"chr3","121307170","121354139","46970","+"
"chr3","121281778","121314469","32692","+"
"chr3","121377046","121473614","96569","-"
"chr3","121377046","121473614","96569","-"
"chr3","121377046","121473614","96569","-"
"chr3","121377046","121473614","96569","-"
"chr3","121549034","121610373","61340","+"
"chr3","121701170","121746127","44958","-"
"chr3","121701170","121746127","44958","-"
"chr3","121701170","121746127","44958","-"
"chr3","121791696","121844988","53293","+"
"chr3","121791696","121844988","53293","+"
"chr3","121769209","121844988","75780","+"
"chr3","121769209","121844988","75780","+"
"chr3","121769209","121844988","75780","+"
"chr3","121898181","122010344","112164","+"
"chr3","121897530","122010344","112815","+"
"chr3","122098023","122133961","35939","+"
"chr3","122125700","122139882","14183","-"
"chr3","122039011","122065815","26805","+"
"chr3","122073436","122107074","33639","-"
"chr3","122241760","122288523","46764","-"
"chr3","122241760","122288523","46764","-"
"chr3","122241760","122288147","46388","-"
"chr3","122245620","122288194","42575","-"
"chr3","122241760","122288147","46388","-"
"chr3","122241760","122288194","46435","-"
"chr3","122329525","122360536","31012","+"
"chr3","122291449","122360536","69088","+"
"chr3","122453844","122517666","63823","-"
"chr3","122600360","122616263","15904","+"
"chr3","122875641","122885726","10086","+"
"chr3","123208363","123308924","100562","-"
"chr3","123627274","123685255","57982","-"
"chr3","123682879","123715199","32321","-"
"chr3","123846776","123856872","10097","+"
"chr3","124088179","124098284","10106","+"
"chr3","124444213","124473119","28907","+"
"chr3","124444213","124473119","28907","+"
"chr3","124444213","124473119","28907","+"
"chr3","124679554","124779802","100249","-"
"chr3","124865309","124875396","10088","-"
"chr3","125504247","125514395","10149","-"
"chr3","125643118","125660887","17770","-"
"chr3","125643118","125660887","17770","-"
"chr3","125630444","125653867","23424","+"
"chr3","125630444","125653867","23424","+"
"chr3","125720200","125808134","87935","-"
"chr3","125720200","125780618","60419","-"
"chr3","125720200","125825391","105192","-"
"chr3","125817483","125831912","14430","+"
"chr3","125720200","125808134","87935","-"
"chr3","125720200","125808134","87935","-"
"chr3","125893908","125934011","40104","+"
"chr3","126056478","126081236","24759","-"
"chr3","126106875","126118641","11767","-"
"chr3","126108782","126160398","51617","+"
"chr3","126151444","126199762","48319","-"
"chr3","126172744","126199762","27019","-"
"chr3","126151444","126199762","48319","-"
"chr3","126106875","126118641","11767","-"
"chr3","126106875","126118641","11767","-"
"chr3","126238131","126267134","29004","+"
"chr3","126263519","126282758","19240","-"
"chr3","126285622","126332398","46777","-"
"chr3","126375924","126395782","19859","+"
"chr3","126906974","126922027","15054","+"
"chr3","127036150","127114513","78364","-"
"chr3","127312200","127346278","34079","+"
"chr3","127386781","127404769","17989","+"
"chr3","127386781","127404769","17989","+"
"chr3","127286907","127314602","27696","-"
"chr3","127343002","127396653","53652","+"
"chr3","127386781","127404769","17989","+"
"chr3","127286907","127314602","27696","-"
"chr3","127312200","127346278","34079","+"
"chr3","127286907","127314602","27696","-"
"chr3","127289109","127299174","10066","-"
"chr3","127766212","127795526","29315","+"
"chr3","127794800","127847671","52872","-"
"chr3","128176275","128191091","14817","-"
"chr3","128193265","128211764","18500","-"
"chr3","128193265","128212373","19109","-"
"chr3","128285843","128299929","14087","-"
"chr3","128221678","128234429","12752","+"
"chr3","128193265","128217030","23766","-"
"chr3","128333813","128374719","40907","-"
"chr3","128593333","128636957","43625","+"
"chr3","128593333","128636957","43625","+"
"chr3","128801412","128845647","44236","-"
"chr3","128801412","128845647","44236","-"
"chr3","128801412","128845647","44236","-"
"chr3","128801412","128845647","44236","-"
"chr3","128801412","128845765","44354","-"
"chr3","128801412","128845857","44446","-"
"chr3","128801412","128845993","44582","-"
"chr3","128715472","128764585","49114","+"
"chr3","128774645","128786253","11609","+"
"chr3","128881658","128907810","26153","-"
"chr3","128881658","128907810","26153","-"
"chr3","128841259","128885073","43815","-"
"chr3","128841259","128885073","43815","-"
"chr3","128881658","128907810","26153","-"
"chr3","128881658","128907810","26153","-"
"chr3","128881658","128907810","26153","-"
"chr3","128881658","128907810","26153","-"
"chr3","129028614","129040120","11507","-"
"chr3","128992684","129029135","36452","+"
"chr3","128992817","129029135","36319","+"
"chr3","128985989","128996086","10098","+"
"chr3","129030114","129048412","18299","+"
"chr3","129115164","129152494","37331","-"
"chr3","129111053","129121191","10139","-"
"chr3","129144787","129164022","19236","-"
"chr3","129144787","129164022","19236","-"
"chr3","129144787","129164022","19236","-"
"chr3","129146019","129164022","18004","-"
"chr3","129144787","129164022","19236","-"
"chr3","129257057","129275204","18148","+"
"chr3","129269056","129330582","61527","-"
"chr3","129242482","129259187","16706","+"
"chr3","129607714","129632755","25042","+"
"chr3","129688236","129701781","13546","+"
"chr3","129811625","129835276","23652","-"
"chr3","129795674","129822233","26560","+"
"chr3","129926663","129997649","70987","+"
"chr3","130727717","130750698","22982","-"
"chr3","130727717","130750698","22982","-"
"chr3","130727717","130750698","22982","-"
"chr3","131095515","131112674","17160","+"
"chr3","131095609","131106641","11033","+"
"chr3","131075689","131088966","13278","+"
"chr3","131095625","131112674","17050","+"
"chr3","131192842","131203077","10236","-"
"chr3","131095609","131112674","17066","+"
"chr3","131075718","131088966","13249","+"
"chr3","131699699","131709775","10077","-"
"chr3","132031211","132092146","60936","+"
"chr3","132031211","132082690","51480","+"
"chr3","132271982","132383975","111994","-"
"chr3","132313981","132326485","12505","+"
"chr3","132311081","132326485","15405","+"
"chr3","132394453","132446303","51851","-"
"chr3","132960292","132980965","20674","-"
"chr3","133314449","133385737","71289","-"
"chr3","133459977","133502850","42874","+"
"chr3","133497877","133545336","47460","+"
"chr3","133641990","133653656","11667","-"
"chr3","134191546","134209863","18318","-"
"chr3","134191546","134209831","18286","-"
