"seqnames","start","end","width","strand"
"chr1","145764595","145827103","62509","-"
"chr1","145764595","145827103","62509","-"
"chr1","145924388","145942619","18232","-"
"chr1","145883868","145924049","40182","+"
"chr1","145924388","145945477","21090","-"
"chr1","146032542","146082633","50092","-"
"chr1","146032542","146066256","33715","-"
"chr1","146032542","146082633","50092","-"
"chr1","146032542","146082633","50092","-"
"chr1","146490895","146514599","23705","-"
"chr1","146626685","146644168","17484","-"
"chr1","146571066","146585928","14863","-"
"chr1","146649430","146651528","2099","+"
"chr1","146626685","146644168","17484","-"
"chr1","146626685","146644168","17484","-"
"chr1","146714291","146767447","53157","+"
"chr1","146714291","146767447","53157","+"
"chr1","146714291","146767447","53157","+"
"chr1","146714291","146767447","53157","+"
"chr1","146714291","146767447","53157","+"
"chr1","146714291","146767447","53157","+"
"chr1","147119168","147142634","23467","-"
"chr1","147228332","147232714","4383","-"
"chr1","147228332","147245466","17135","-"
"chr1","147374946","147381395","6450","+"
"chr1","147466094","147484331","18238","-"
"chr1","147466094","147487188","21095","-"
"chr1","147806603","147806678","76","-"
"chr1","147954635","147955419","785","-"
"chr1","147954760","147955419","660","-"
"chr1","147874636","147904682","30047","+"
"chr1","147860434","147860515","82","+"
"chr1","147860434","147860515","82","+"
"chr1","147954635","147955419","785","-"
"chr1","147994146","147994313","168","+"
"chr1","148201752","148202536","785","-"
"chr1","148201752","148202536","785","-"
"chr1","148201752","148202536","785","-"
"chr1","148250249","148346756","96508","-"
"chr1","148250249","148346929","96681","-"
"chr1","148558188","148596267","38080","+"
"chr1","148560847","148596267","35421","+"
"chr1","148806015","148806799","785","+"
"chr1","148806015","148806799","785","+"
"chr1","148806015","148806799","785","+"
"chr1","148901845","148904054","2210","+"
"chr1","148928313","148951595","23283","+"
"chr1","148930405","148953054","22650","+"
"chr1","148901845","148904054","2210","+"
"chr1","148928313","148951595","23283","+"
"chr1","149125598","149154987","29390","-"
"chr1","149369294","149378303","9010","+"
"chr1","149514090","149514256","167","-"
"chr1","149576262","149672733","96472","+"
"chr1","149576262","149672733","96472","+"
"chr1","149576467","149619134","42668","+"
"chr1","149576262","149672733","96472","+"
"chr1","149576262","149672733","96472","+"
"chr1","149576262","149672733","96472","+"
"chr1","149575482","149619134","43653","+"
"chr1","149576161","149651107","74947","+"
"chr1","149576262","149672983","96722","+"
"chr1","149576262","149672983","96722","+"
"chr1","149576262","149672983","96722","+"
"chr1","149576262","149672983","96722","+"
"chr1","149576262","149672983","96722","+"
"chr1","149576467","149619134","42668","+"
"chr1","149576467","149619134","42668","+"
"chr1","149804221","149804616","396","+"
"chr1","149804221","149804616","396","+"
"chr1","149784780","149785236","457","-"
"chr1","149754250","149764074","9825","+"
"chr1","149754245","149783928","29684","-"
"chr1","149813785","149814318","534","-"
"chr1","149813785","149814318","534","-"
"chr1","149812259","149812765","507","-"
"chr1","149783434","149783928","495","-"
"chr1","149812259","149812765","507","-"
"chr1","149900543","149908266","7724","-"
"chr1","149822628","149823161","534","+"
"chr1","149832330","149832725","396","-"
"chr1","149832330","149832725","396","-"
"chr1","149824181","149824687","507","+"
"chr1","149859019","149859466","448","-"
"chr1","149822628","149823161","534","+"
"chr1","149871155","149872348","1194","+"
"chr1","149858525","149858961","437","+"
"chr1","149874872","149889434","14563","-"
"chr1","149900543","149908791","8249","-"
"chr1","149895209","149900144","4936","-"
"chr1","149856010","149858232","2223","-"
"chr1","149821759","149822340","582","-"
"chr1","149874872","149878543","3672","-"
"chr1","149824181","149824687","507","+"
"chr1","150190717","150207026","16310","-"
"chr1","150190717","150208504","17788","-"
"chr1","150122170","150131825","9656","+"
"chr1","150190717","150208504","17788","-"
"chr1","150190717","150208504","17788","-"
"chr1","150190717","150208504","17788","-"
"chr1","150245183","150253335","8153","+"
"chr1","150237799","150241609","3811","-"
"chr1","150237799","150241609","3811","-"
"chr1","150237799","150241609","3811","-"
"chr1","150293928","150325704","31777","+"
"chr1","150230218","150237480","7263","+"
"chr1","150266262","150281414","15153","+"
"chr1","150237799","150241609","3811","-"
"chr1","150237799","150241609","3811","-"
"chr1","150237799","150241609","3811","-"
"chr1","150255229","150259501","4273","+"
"chr1","150266262","150281414","15153","+"
"chr1","150237799","150241609","3811","-"
"chr1","150464821","150464886","66","+"
"chr1","150595754","150601609","5856","-"
"chr1","150594599","150601609","7011","-"
"chr1","150594599","150601609","7011","-"
"chr1","150521845","150531224","9380","+"
"chr1","150521845","150533412","11568","+"
"chr1","150521845","150533412","11568","+"
"chr1","150524405","150524490","86","+"
"chr1","150547027","150552214","5188","-"
"chr1","150480487","150486265","5779","+"
"chr1","150488233","150490508","2276","+"
"chr1","150547027","150552214","5188","-"
"chr1","150480487","150486265","5779","+"
"chr1","150521845","150533412","11568","+"
"chr1","150480487","150486265","5779","+"
"chr1","150547027","150552214","5188","-"
"chr1","150533371","150547028","13658","-"
"chr1","150670535","150693364","22830","-"
"chr1","150670535","150693364","22830","-"
"chr1","150618701","150669672","50972","-"
"chr1","150768684","150780917","12234","-"
"chr1","150782181","150849244","67064","-"
"chr1","150782181","150849244","67064","-"
"chr1","150782181","150849244","67064","-"
"chr1","150782181","150849244","67064","-"
"chr1","150782181","150849244","67064","-"
"chr1","150937649","150947479","9831","-"
"chr1","150969301","150980854","11554","-"
"chr1","150954499","150968114","13616","+"
"chr1","150937649","150947479","9831","-"
"chr1","150898815","150937220","38406","+"
"chr1","150898815","150937220","38406","+"
"chr1","150969301","150979273","9973","-"
"chr1","150969301","150980854","11554","-"
"chr1","150969301","150979273","9973","-"
"chr1","150969301","150979385","10085","-"
"chr1","150898815","150917797","18983","+"
"chr1","151032151","151040973","8823","+"
"chr1","151009029","151020076","11048","+"
"chr1","151043080","151091007","47928","+"
"chr1","151020259","151023871","3613","+"
"chr1","151104163","151119140","14978","-"
"chr1","151104163","151119140","14978","-"
"chr1","151023447","151032125","8679","-"
"chr1","151009029","151020076","11048","+"
"chr1","151023447","151032125","8679","-"
"chr1","151104163","151119140","14978","-"
"chr1","151148776","151162689","13914","-"
"chr1","151148776","151162689","13914","-"
"chr1","151138498","151142773","4276","+"
"chr1","151171021","151222007","50987","+"
"chr1","151171021","151222007","50987","+"
"chr1","151171021","151222007","50987","+"
"chr1","151132224","151138424","6201","-"
"chr1","151138498","151142773","4276","+"
"chr1","151129105","151142773","13669","+"
"chr1","151171021","151222007","50987","+"
"chr1","151227197","151239954","12758","+"
"chr1","151138498","151142773","4276","+"
"chr1","151148776","151162689","13914","-"
"chr1","151142463","151148547","6085","-"
"chr1","151129105","151132225","3121","+"
"chr1","151132224","151138370","6147","-"
"chr1","151372041","151374412","2372","+"
"chr1","151313116","151319769","6654","-"
"chr1","151264273","151300133","35861","-"
"chr1","151336778","151345210","8433","-"
"chr1","151264273","151300133","35861","-"
"chr1","151264273","151300191","35919","-"
"chr1","151313116","151319769","6654","-"
"chr1","151336778","151345210","8433","-"
"chr1","151336778","151345210","8433","-"
"chr1","151264273","151300133","35861","-"
"chr1","151483862","151511167","27306","+"
"chr1","151518272","151518367","96","+"
"chr1","151672534","151689296","16763","-"
"chr1","151739131","151743806","4676","+"
"chr1","151672534","151689296","16763","-"
"chr1","151744041","151763010","18970","-"
"chr1","151694013","151702082","8070","+"
"chr1","151732123","151736040","3918","-"
"chr1","151735445","151743806","8362","+"
"chr1","151672534","151689296","16763","-"
"chr1","151672534","151689296","16763","-"
"chr1","151672534","151688792","16259","-"
"chr1","151745955","151763010","17056","-"
"chr1","151745955","151763010","17056","-"
"chr1","151745955","151763010","17056","-"
"chr1","151772765","151777882","5118","-"
"chr1","151819577","151826173","6597","-"
"chr1","151810339","151813033","2695","-"
"chr1","151843343","151882361","39019","-"
"chr1","151810945","151816641","5697","+"
"chr1","151955386","151966714","11329","-"
"chr1","152004982","152009511","4530","-"
"chr1","151990754","151994985","4232","+"
"chr1","152078793","152087930","9138","-"
"chr1","152126071","152131704","5634","-"
"chr1","152056620","152061540","4921","-"
"chr1","152274651","152297679","23029","-"
"chr1","152184552","152196672","12121","-"
"chr1","152381719","152386750","5032","-"
"chr1","152309544","152339168","29625","+"
"chr1","152321213","152332482","11270","-"
"chr1","152483320","152484653","1334","+"
"chr1","152486978","152488481","1504","+"
"chr1","152551860","152552980","1121","-"
"chr1","152538175","152539229","1055","-"
"chr1","152691998","152692905","908","+"
"chr1","152658599","152659876","1278","+"
"chr1","152647791","152649049","1259","+"
"chr1","152573138","152573562","425","+"
"chr1","152586287","152586574","288","+"
"chr1","152681523","152681910","388","+"
"chr1","152595310","152595579","270","-"
"chr1","152635887","152637135","1249","+"
"chr1","152670840","152671918","1079","+"
"chr1","152758753","152760901","2149","+"
"chr1","152769227","152770657","1431","+"
"chr1","152784447","152785585","1139","+"
"chr1","152799949","152800573","625","+"
"chr1","152730506","152734529","4024","+"
"chr1","152777311","152779107","1797","-"
"chr1","152748848","152749445","598","+"
"chr1","152777311","152779107","1797","-"
"chr1","152815330","152816459","1130","+"
"chr1","152881039","152884362","3324","+"
"chr1","152956564","152958290","1727","+"
"chr1","152850798","152857523","6726","+"
"chr1","152943128","152945069","1942","+"
"chr1","152956564","152958290","1727","+"
"chr1","153012201","153013594","1394","-"
"chr1","152974223","152976332","2110","+"
"chr1","153028596","153029988","1393","-"
"chr1","152974223","152976332","2110","+"
"chr1","153003679","153005376","1698","+"
"chr1","153084613","153085989","1377","-"
"chr1","153042718","153044084","1367","-"
"chr1","153065611","153067004","1394","-"
"chr1","153112594","153113969","1376","-"
"chr1","153190060","153191793","1734","+"
"chr1","153175906","153177601","1696","+"
"chr1","153122058","153123427","1370","-"
"chr1","153146994","153164152","17159","+"
"chr1","153232179","153234600","2422","+"
"chr1","153330330","153333503","3174","+"
"chr1","153346184","153348075","1892","-"
"chr1","153302597","153321022","18426","-"
"chr1","153270338","153283194","12857","-"
"chr1","153362508","153363664","1157","-"
"chr1","153430220","153433137","2918","-"
"chr1","153389000","153395701","6702","+"
"chr1","153409471","153412503","3033","-"
"chr1","153516098","153518282","2185","-"
"chr1","153509623","153514241","4619","-"
"chr1","153507076","153508717","1642","-"
"chr1","153516095","153518282","2188","-"
"chr1","153591276","153600715","9440","-"
"chr1","153586732","153588808","2077","-"
"chr1","153533585","153538306","4722","-"
"chr1","153600873","153604513","3641","+"
"chr1","153579367","153585514","6148","-"
"chr1","153519809","153521734","1926","-"
"chr1","153591276","153606568","15293","-"
"chr1","153591276","153599524","8249","-"
"chr1","153591276","153600117","8842","-"
"chr1","153591276","153599744","8469","-"
"chr1","153634264","153643504","9241","-"
"chr1","153651164","153666468","15305","+"
"chr1","153631130","153634328","3199","+"
"chr1","153631130","153634328","3199","+"
"chr1","153700567","153746555","45989","+"
"chr1","153634264","153643504","9241","-"
"chr1","153631130","153634328","3199","+"
"chr1","153662181","153662269","89","-"
"chr1","153747768","153752633","4866","+"
"chr1","153954093","153958853","4761","-"
"chr1","153940315","153946840","6526","+"
"chr1","153940675","153946840","6166","+"
"chr1","153963239","153964631","1393","+"
"chr1","153931575","153940208","8634","-"
"chr1","153946745","153950451","3707","-"
"chr1","153940315","153946840","6526","+"
"chr1","153901977","153919154","17178","-"
"chr1","153954093","153958853","4761","-"
"chr1","153940675","153946840","6166","+"
"chr1","153940315","153946840","6526","+"
"chr1","153940315","153946840","6526","+"
"chr1","153920148","153931132","10985","-"
"chr1","153931575","153936117","4543","-"
"chr1","153931575","153935968","4394","-"
"chr1","153931575","153940660","9086","-"
"chr1","153931575","153936117","4543","-"
"chr1","153931575","153935844","4270","-"
"chr1","153954093","153957842","3750","-"
"chr1","153934827","153934896","70","-"
"chr1","154179183","154193273","14091","-"
"chr1","154193325","154243986","50662","+"
"chr1","154192648","154235981","43334","+"
"chr1","154245039","154248355","3317","+"
"chr1","154159734","154164543","4810","-"
"chr1","154179183","154193273","14091","-"
"chr1","154193325","154243329","50005","+"
"chr1","154171562","154178841","7280","-"
"chr1","154193325","154235981","42657","+"
"chr1","154166141","154166219","79","-"
"chr1","154179183","154193273","14091","-"
"chr1","154245039","154248355","3317","+"
"chr1","154293592","154297801","4210","+"
"chr1","154300276","154323780","23505","+"
"chr1","154298036","154310322","12287","+"
"chr1","154451954","154474526","22573","-"
"chr1","154474695","154520623","45929","+"
"chr1","154521051","154531120","10070","-"
"chr1","154474695","154520623","45929","+"
"chr1","154540257","154552353","12097","+"
"chr1","154554534","154580724","26191","-"
"chr1","154554534","154580724","26191","-"
"chr1","154554534","154580724","26191","-"
"chr1","154554534","154578776","24243","-"
"chr1","154554534","154600456","45923","-"
"chr1","154897208","154909484","12277","-"
"chr1","155023748","155035252","11505","+"
"chr1","154934774","154946959","12186","-"
"chr1","154975106","154991001","15896","+"
"chr1","154975106","154991001","15896","+"
"chr1","155006282","155023406","17125","+"
"chr1","154966062","154966791","730","+"
"chr1","154955770","154965587","9818","+"
"chr1","155017668","155023641","5974","-"
"chr1","154947118","154951725","4608","+"
"chr1","154934774","154946959","12186","-"
"chr1","154955770","154965587","9818","+"
"chr1","155036213","155042029","5817","+"
"chr1","155023748","155035252","11505","+"
"chr1","155023748","155035252","11505","+"
"chr1","154934774","154943223","8450","-"
"chr1","154955770","154961488","5719","+"
"chr1","154934774","154946959","12186","-"
"chr1","155023748","155035252","11505","+"
"chr1","155023748","155035252","11505","+"
"chr1","155023748","155035252","11505","+"
"chr1","154934774","154943223","8450","-"
"chr1","154975106","154991001","15896","+"
"chr1","154929502","154934258","4757","-"
"chr1","155006282","155023406","17125","+"
"chr1","155017668","155036467","18800","-"
"chr1","154991003","155006257","15255","-"
"chr1","154947118","154951725","4608","+"
"chr1","154948169","154948259","91","+"
"chr1","155036213","155042029","5817","+"
"chr1","154975106","154991001","15896","+"
"chr1","155023748","155035252","11505","+"
"chr1","154975106","154991001","15896","+"
"chr1","154955770","154965587","9818","+"
"chr1","155036213","155042029","5817","+"
"chr1","155023748","155031159","7412","+"
"chr1","155023748","155035252","11505","+"
"chr1","155023748","155035252","11505","+"
"chr1","155023748","155035252","11505","+"
"chr1","155023748","155035252","11505","+"
"chr1","155146263","155157447","11185","+"
"chr1","155158300","155162706","4407","-"
"chr1","155158300","155162706","4407","-"
"chr1","155158300","155162706","4407","-"
"chr1","155100349","155107386","7038","+"
"chr1","155158300","155162706","4407","-"
"chr1","155158300","155162706","4407","-"
"chr1","155141884","155145804","3921","-"
"chr1","155158300","155162706","4407","-"
"chr1","155108288","155111334","3047","+"
"chr1","155108288","155111334","3047","+"
"chr1","155158300","155162706","4407","-"
"chr1","155112367","155112883","517","-"
"chr1","155158300","155162706","4407","-"
"chr1","155108288","155111334","3047","+"
"chr1","155178490","155183630","5141","+"
"chr1","155158300","155162706","4407","-"
"chr1","155107820","155111334","3515","+"
"chr1","155165379","155177772","12394","-"
"chr1","155158300","155162706","4407","-"
"chr1","155146263","155157447","11185","+"
"chr1","155112367","155112996","630","-"
"chr1","155164968","155165063","96","+"
"chr1","155108288","155111334","3047","+"
"chr1","155158300","155162706","4407","-"
"chr1","155158300","155162706","4407","-"
"chr1","155147230","155157447","10218","+"
"chr1","155158300","155162706","4407","-"
"chr1","155146263","155153091","6829","+"
"chr1","155158300","155162706","4407","-"
"chr1","155158300","155162706","4407","-"
"chr1","155178490","155183630","5141","+"
"chr1","155158300","155162706","4407","-"
"chr1","155146263","155157447","11185","+"
"chr1","155146263","155157447","11185","+"
"chr1","155165379","155177772","12394","-"
"chr1","155108288","155111334","3047","+"
"chr1","155158300","155162706","4407","-"
"chr1","155158300","155162706","4407","-"
"chr1","155158300","155162706","4407","-"
"chr1","155108288","155111334","3047","+"
"chr1","155108288","155111334","3047","+"
"chr1","155158300","155162706","4407","-"
"chr1","155107820","155111334","3515","+"
"chr1","155147230","155157447","10218","+"
"chr1","155146263","155157447","11185","+"
"chr1","155100349","155107386","7038","+"
"chr1","155107820","155111334","3515","+"
"chr1","155146263","155153091","6829","+"
"chr1","155165379","155177772","12394","-"
"chr1","155165379","155177772","12394","-"
"chr1","155293728","155300909","7182","+"
"chr1","155293728","155300909","7182","+"
"chr1","155216996","155225274","8279","-"
"chr1","155204239","155211069","6831","-"
"chr1","155294186","155300909","6724","+"
"chr1","155293728","155300909","7182","+"
"chr1","155294186","155300909","6724","+"
"chr1","155293728","155300909","7182","+"
"chr1","155290640","155300909","10270","+"
"chr1","155278539","155290457","11919","+"
"chr1","155232659","155243281","10623","-"
"chr1","155204239","155214653","10415","-"
"chr1","155204239","155211066","6828","-"
"chr1","155247218","155259639","12422","+"
"chr1","155216996","155225274","8279","-"
"chr1","155259084","155270792","11709","-"
"chr1","155225770","155232176","6407","-"
"chr1","155290640","155300909","10270","+"
"chr1","155278539","155290457","11919","+"
"chr1","155225770","155232176","6407","-"
"chr1","155204239","155214653","10415","-"
"chr1","155278705","155290457","11753","+"
"chr1","155259084","155271225","12142","-"
"chr1","155293728","155300909","7182","+"
"chr1","155316141","155316236","96","-"
"chr1","155278539","155290457","11919","+"
"chr1","155247218","155258498","11281","+"
"chr1","155278539","155290457","11919","+"
"chr1","155290251","155293938","3688","-"
"chr1","155216996","155225274","8279","-"
"chr1","155204239","155214653","10415","-"
"chr1","155402971","155404053","1083","+"
"chr1","155531772","155533735","1964","+"
"chr1","155658882","155708800","49919","+"
"chr1","155629233","155658764","29532","-"
"chr1","155629233","155658823","29591","-"
"chr1","155658885","155708800","49916","+"
"chr1","155629233","155658568","29336","-"
"chr1","155629233","155658447","29215","-"
"chr1","155629233","155658447","29215","-"
"chr1","155629233","155658819","29587","-"
"chr1","155629233","155658565","29333","-"
"chr1","155658882","155708800","49919","+"
"chr1","155658882","155708800","49919","+"
"chr1","155629233","155649620","20388","-"
"chr1","155629233","155658823","29591","-"
"chr1","155629233","155658568","29336","-"
"chr1","155629233","155658515","29283","-"
"chr1","155658885","155708800","49916","+"
"chr1","155629233","155658568","29336","-"
"chr1","155719449","155829191","109743","-"
"chr1","155715559","155720479","4921","+"
"chr1","155719449","155827086","107638","-"
"chr1","155734253","155827086","92834","-"
"chr1","155734253","155827086","92834","-"
"chr1","155719449","155827086","107638","-"
"chr1","155916630","155948336","31707","-"
"chr1","155916630","155947966","31337","-"
"chr1","155895749","155895877","129","-"
"chr1","155867599","155881193","13595","-"
"chr1","155916630","155948336","31707","-"
"chr1","155882836","155904188","21353","-"
"chr1","155911480","155912625","1146","+"
"chr1","155889700","155889833","134","-"
"chr1","155867599","155880706","13108","-"
"chr1","155867599","155881193","13595","-"
"chr1","155921064","155921127","64","-"
"chr1","156030966","156040295","9330","+"
"chr1","156024517","156028301","3785","+"
"chr1","156041804","156051789","9986","-"
"chr1","155978839","155990758","11920","-"
"chr1","156005092","156023516","18425","-"
"chr1","156024517","156028301","3785","+"
"chr1","156182779","156213123","30345","+"
"chr1","156182779","156209868","27090","+"
"chr1","156182779","156213123","30345","+"
"chr1","156213112","156217908","4797","-"
"chr1","156123322","156147542","24221","+"
"chr1","156213112","156217908","4797","-"
"chr1","156123322","156147542","24221","+"
"chr1","156123369","156147542","24174","+"
"chr1","156119735","156147542","27808","+"
"chr1","156211951","156213123","1173","+"
"chr1","156182779","156209868","27090","+"
"chr1","156182779","156209868","27090","+"
"chr1","156213112","156217908","4797","-"
"chr1","156163723","156182587","18865","+"
"chr1","156182779","156213123","30345","+"
"chr1","156213112","156217908","4797","-"
"chr1","156182779","156213123","30345","+"
"chr1","156213112","156217908","4797","-"
"chr1","156163723","156182587","18865","+"
"chr1","156213112","156217908","4797","-"
"chr1","156213112","156217908","4797","-"
"chr1","156213112","156217908","4797","-"
"chr1","156213112","156217908","4797","-"
"chr1","156213112","156217908","4797","-"
"chr1","156213112","156217908","4797","-"
"chr1","156213112","156217908","4797","-"
"chr1","156213112","156217908","4797","-"
"chr1","156163723","156182587","18865","+"
"chr1","156163723","156182587","18865","+"
"chr1","156163723","156182587","18865","+"
"chr1","156262478","156265480","3003","-"
"chr1","156252704","156262234","9531","+"
"chr1","156254070","156262234","8165","+"
"chr1","156262478","156265480","3003","-"
"chr1","156262478","156265480","3003","-"
"chr1","156338980","156355013","16034","+"
"chr1","156307105","156316785","9681","+"
"chr1","156278752","156308206","29455","-"
"chr1","156278752","156308206","29455","-"
"chr1","156278752","156308206","29455","-"
"chr1","156338980","156355013","16034","+"
"chr1","156338980","156355013","16034","+"
"chr1","156338980","156355013","16034","+"
"chr1","156262478","156265480","3003","-"
"chr1","156262478","156265480","3003","-"
"chr1","156278752","156308206","29455","-"
"chr1","156268415","156269428","1014","-"
"chr1","156433513","156460391","26879","-"
"chr1","156374055","156399184","25130","-"
"chr1","156433513","156470634","37122","-"
"chr1","156390133","156390221","89","-"
"chr1","156611740","156623264","11525","+"
"chr1","156564100","156571279","7180","-"
"chr1","156611740","156629324","17585","+"
"chr1","156589086","156595517","6432","+"
"chr1","156564100","156571279","7180","-"
"chr1","156549519","156556562","7044","+"
"chr1","156561558","156564091","2534","+"
"chr1","156711899","156722240","10342","-"
"chr1","156707094","156710923","3830","-"
"chr1","156698263","156706752","8490","+"
"chr1","156698263","156706752","8490","+"
"chr1","156669400","156675459","6060","-"
"chr1","156711899","156722024","10126","-"
"chr1","156711899","156721543","9645","-"
"chr1","156638556","156647189","8634","-"
"chr1","156692413","156697705","5293","-"
"chr1","156669400","156675608","6209","-"
"chr1","156707094","156710923","3830","-"
"chr1","156830671","156851642","20972","+"
"chr1","156776035","156785939","9905","-"
"chr1","156776035","156786640","10606","-"
"chr1","156776035","156786640","10606","-"
"chr1","156776849","156786640","9792","-"
"chr1","156776035","156786640","10606","-"
"chr1","156863523","156886226","22704","+"
"chr1","156810665","156828712","18048","-"
"chr1","156830671","156851642","20972","+"
"chr1","156785542","156851642","66101","+"
"chr1","156905923","156906036","114","-"
"chr1","156904632","157015162","110531","-"
"chr1","156904632","157015162","110531","-"
"chr1","157094459","157108383","13925","-"
"chr1","157102976","157108177","5202","-"
"chr1","157098154","157098463","310","+"
"chr1","157061835","157069600","7766","-"
"chr1","157483167","157522310","39144","-"
"chr1","157483167","157522310","39144","-"
"chr1","157647978","157670647","22670","-"
"chr1","157764194","157789940","25747","-"
"chr1","157764194","157789940","25747","-"
"chr1","157715523","157746922","31400","-"
"chr1","157764194","157789940","25747","-"
"chr1","157963063","158070052","106990","+"
"chr1","157963063","158070052","106990","+"
"chr1","158149737","158156216","6480","+"
"chr1","158101834","158110430","8597","-"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158297740","158301321","3582","-"
"chr1","158223927","158228058","4132","+"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158323486","158327343","3858","+"
"chr1","158259563","158264564","5002","+"
"chr1","158389718","158390656","939","-"
"chr1","158368312","158369256","945","-"
"chr1","158435352","158436293","942","+"
"chr1","158449668","158450675","1008","+"
"chr1","158532441","158533394","954","-"
"chr1","158516918","158517895","978","-"
"chr1","158576229","158577170","942","+"
"chr1","158548709","158549689","981","-"
"chr1","158686958","158687905","948","-"
"chr1","158669468","158670442","975","-"
"chr1","158724606","158725637","1032","+"
"chr1","158801168","158819270","18103","+"
"chr1","158746472","158747425","954","-"
"chr1","158735534","158736472","939","-"
"chr1","158901337","158946849","45513","+"
"chr1","158901337","158946849","45513","+"
"chr1","158901337","158946849","45513","+"
"chr1","158901337","158946849","45513","+"
"chr1","159032275","159046647","14373","-"
"chr1","159173803","159176290","2488","+"
"chr1","159175049","159176290","1242","+"
"chr1","159141377","159172932","31556","+"
"chr1","159141414","159172932","31519","+"
"chr1","159165775","159172212","6438","-"
"chr1","159259504","159278014","18511","+"
"chr1","159283460","159284449","990","-"
"chr1","159409512","159410600","1089","+"
"chr1","159504868","159505797","930","-"
"chr1","159557616","159558661","1046","+"
"chr1","159750759","159752333","1575","+"
"chr1","159682079","159684379","2301","-"
"chr1","159804264","159825137","20874","-"
"chr1","159887897","159894341","6445","-"
"chr1","159887897","159893507","5611","-"
"chr1","159842154","159869906","27753","-"
"chr1","159796479","159807282","10804","+"
"chr1","159887897","159895332","7436","-"
"chr1","159824106","159832447","8342","-"
"chr1","159921282","159924044","2763","-"
"chr1","159921282","159924044","2763","-"
"chr1","159921282","159924044","2763","-"
"chr1","159997462","160001783","4322","-"
"chr1","159931014","159948876","17863","+"
"chr1","160121352","160156767","35416","+"
"chr1","160085520","160113374","27855","+"
"chr1","160051360","160059212","7853","+"
"chr1","160061129","160068439","7311","-"
"chr1","160061129","160068618","7490","-"
"chr1","160147201","160156767","9567","+"
"chr1","160246599","160254941","8343","-"
"chr1","160185505","160232350","46846","-"
"chr1","160246599","160254941","8343","-"
"chr1","160246599","160254941","8343","-"
"chr1","160246599","160254941","8343","-"
"chr1","160185505","160232318","46814","-"
"chr1","160185505","160232318","46814","-"
"chr1","160175125","160185162","10038","+"
"chr1","160287055","160288260","1206","+"
"chr1","160209012","160232318","23307","-"
"chr1","160209012","160232277","23266","-"
"chr1","160336861","160342638","5778","+"
"chr1","160313063","160328742","15680","+"
"chr1","160370364","160398468","28105","+"
"chr1","160313063","160328742","15680","+"
"chr1","160313063","160328742","15680","+"
"chr1","160510884","160549306","38423","-"
"chr1","160510884","160549306","38423","-"
"chr1","160510884","160549306","38423","-"
"chr1","160454820","160493052","38233","-"
"chr1","160454820","160493052","38233","-"
"chr1","160454820","160493052","38233","-"
"chr1","160454820","160493052","38233","-"
"chr1","160510884","160549306","38423","-"
"chr1","160648536","160681641","33106","-"
"chr1","160650212","160681641","31430","-"
"chr1","160579609","160617101","37493","-"
"chr1","160579609","160617101","37493","-"
"chr1","160579609","160617101","37493","-"
"chr1","160579609","160617101","37493","-"
"chr1","160708847","160724608","15762","+"
"chr1","160708847","160724608","15762","+"
"chr1","160708847","160724608","15762","+"
"chr1","160708847","160724608","15762","+"
"chr1","160708847","160724608","15762","+"
"chr1","160708847","160724608","15762","+"
"chr1","160708847","160724608","15762","+"
"chr1","160708847","160724608","15762","+"
"chr1","160708847","160724608","15762","+"
"chr1","160765864","160798045","32182","+"
"chr1","160708847","160724608","15762","+"
"chr1","160765864","160772536","6673","+"
"chr1","160765864","160798045","32182","+"
"chr1","160765864","160798045","32182","+"
"chr1","160846330","160854960","8631","-"
"chr1","160914816","160924589","9774","-"
"chr1","160902255","160919712","17458","+"
"chr1","161009041","161015769","6729","-"
"chr1","161009041","161015769","6729","-"
"chr1","161040781","161059385","18605","-"
"chr1","161007422","161008774","1353","-"
"chr1","161007422","161008774","1353","-"
"chr1","161007422","161008774","1353","-"
"chr1","161068181","161070138","1958","+"
"chr1","161016732","161039760","23029","-"
"chr1","160965001","160991133","26133","-"
"chr1","161009041","161014727","5687","-"
"chr1","161068151","161070138","1988","+"
"chr1","161016732","161039760","23029","-"
"chr1","161016732","161039760","23029","-"
"chr1","161016732","161039760","23029","-"
"chr1","161068151","161070138","1988","+"
"chr1","161068181","161070138","1958","+"
"chr1","161199456","161208000","8545","-"
"chr1","161199456","161208000","8545","-"
"chr1","161199456","161208000","8545","-"
"chr1","161199456","161208000","8545","-"
"chr1","161195729","161200536","4808","+"
"chr1","161199456","161208000","8545","-"
"chr1","161199456","161208000","8545","-"
"chr1","161129254","161135516","6263","+"
"chr1","161087908","161090984","3077","+"
"chr1","161087907","161090984","3078","+"
"chr1","161136181","161141010","4830","+"
"chr1","161196976","161197051","76","+"
"chr1","161090769","161102256","11488","-"
"chr1","161090769","161102478","11710","-"
"chr1","161169105","161184184","15080","+"
"chr1","161141100","161147758","6659","-"
